Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
cortex	AHL12	TCP15	16	624	442	0.0595685	0.293328	1	1	AT1G01110;AT1G14580;AT1G30380;AT2G20680;AT2G36830;AT2G43340;AT2G46930;AT3G05150;AT3G07460;AT3G24190;AT3G57800;AT3G61420;AT4G32480;AT4G35250;AT4G35320;AT5G40730;
cortex	AHL12	TCP16	17	662	442	0.0527461	0.26373	1	1	AT1G01110;AT1G14580;AT1G30380;AT1G62660;AT2G20680;AT2G36830;AT2G46930;AT3G05150;AT3G07460;AT3G24190;AT3G57800;AT3G61420;AT4G12430;AT4G32480;AT4G35320;AT5G24410;AT5G66580;
cortex	AHL12	TCP23	12	628	442	0.354223	0.545921	1	1	AT1G01110;AT1G14580;AT2G20680;AT2G36830;AT2G43340;AT3G05150;AT3G24190;AT3G57800;AT3G61420;AT4G32480;AT4G35250;AT4G35320;
cortex	AHL12	TGA2	18	838	442	0.163722	0.491165	1	1	AT1G05680;AT1G12500;AT1G14580;AT1G15640;AT1G19450;AT1G65840;AT1G69150;AT2G20880;AT3G24190;AT3G28740;AT4G35250;AT4G39030;AT5G02270;AT5G14340;AT5G20280;AT5G40730;AT5G55850;AT5G65380;
cortex	AHL12	TGA2_2	19	727	442	0.0365629	0.219378	1	1	AT1G14330;AT1G15820;AT1G30380;AT1G65840;AT1G69150;AT1G69930;AT2G20880;AT2G43340;AT3G09780;AT3G24190;AT3G61420;AT4G30170;AT4G32480;AT4G35250;AT5G02270;AT5G19240;AT5G65380;AT5G65430;AT5G66580;
cortex	AHL12	TOE1	15	640	442	0.11728	0.376396	1	1	AT1G01360;AT1G19450;AT1G47480;AT1G76490;AT2G16980;AT2G34070;AT3G05150;AT3G18830;AT3G61420;AT4G12430;AT4G32480;AT5G23220;AT5G65380;AT5G65430;AT5G66580;
cortex	AHL12	TOE1_2	13	639	442	0.269072	0.538145	1	1	AT1G07650;AT1G57560;AT2G16980;AT2G34070;AT3G05890;AT3G09780;AT3G18830;AT3G28740;AT3G55720;AT4G12430;AT4G19860;AT5G23220;AT5G66580;
cortex	AHL12	TOE1_3ARY	13	912	442	0.753463	0.753463	1	1	AT1G07650;AT1G15640;AT1G26970;AT1G44830;AT1G62975;AT1G78100;AT2G20880;AT2G27820;AT3G28740;AT4G02170;AT4G10390;AT5G24410;AT5G24570;
cortex	AHL12	TOE2	16	643	442	0.0733319	0.293328	1	1	AT1G01360;AT1G19450;AT1G47480;AT1G76490;AT2G16980;AT2G34070;AT3G05150;AT3G18830;AT3G61420;AT4G00430;AT4G12430;AT4G32480;AT5G23220;AT5G65380;AT5G65430;AT5G66580;
cortex	AHL12	TOE2_2	17	682	442	0.0656073	0.293328	1	1	AT1G07650;AT1G15625;AT1G15640;AT1G57560;AT1G62975;AT1G69150;AT1G78100;AT2G16980;AT3G05890;AT3G07460;AT3G28740;AT3G55720;AT4G02170;AT4G12430;AT5G23220;AT5G24410;AT5G66580;
cortex	AHL12	TOE2_3ARY	13	976	442	0.829604	0.829604	1	1	AT1G01360;AT1G07650;AT1G15640;AT1G26970;AT1G44830;AT1G62975;AT1G65840;AT1G76490;AT1G78100;AT2G27820;AT4G10390;AT5G24410;AT5G24570;
cortex	AHL12	WOX13	22	717	442	0.00471811	0.0566174	1	1	AT1G01110;AT1G14460;AT1G30380;AT1G52760;AT1G62660;AT1G69930;AT1G76490;AT2G16580;AT2G30990;AT3G05150;AT3G45080;AT3G61420;AT4G12420;AT4G35320;AT5G14340;AT5G20280;AT5G24410;AT5G24570;AT5G28010;AT5G36180;AT5G40730;AT5G63595;
cortex	AHL12	WOX13_2	9	416	442	0.258682	0.517363	1	1	AT1G05680;AT1G26970;AT1G27670;AT2G02780;AT2G16980;AT4G02170;AT4G24275;AT5G03150;AT5G40730;
cortex	AHL12	WRKY12	18	743	442	0.0734575	0.29383	1	1	AT1G01110;AT1G21070;AT1G26970;AT1G47480;AT1G65840;AT1G69150;AT2G20880;AT2G22470;AT3G05890;AT3G24120;AT4G12420;AT4G19860;AT4G20150;AT5G03150;AT5G19240;AT5G20280;AT5G65380;AT5G65430;
cortex	AHL12	WRKY18	14	745	442	0.359657	0.545921	1	1	AT1G01110;AT1G14580;AT1G15625;AT1G26970;AT1G65840;AT1G69150;AT1G69930;AT2G04780;AT2G22470;AT2G34070;AT4G19860;AT5G03150;AT5G19240;AT5G65430;
cortex	AHL12	WRKY38	14	762	442	0.391176	0.545921	1	1	AT1G01110;AT1G12500;AT1G26970;AT1G65840;AT1G69150;AT2G20880;AT2G22470;AT3G24120;AT3G57800;AT4G12420;AT4G19860;AT4G20150;AT5G03150;AT5G20280;
cortex	AHL12	WRKY45	13	782	442	0.5411	0.545921	1	1	AT1G01110;AT1G44830;AT1G65840;AT1G69150;AT2G17680;AT2G20880;AT2G22470;AT3G24190;AT3G57800;AT4G12420;AT4G19860;AT4G20150;AT5G20280;
cortex	AHL12	YAB1	26	1183	442	0.0920557	0.368223	1	1	AT1G07650;AT1G08630;AT1G14580;AT1G15640;AT1G44170;AT1G52760;AT1G69930;AT2G02780;AT2G04780;AT2G15960;AT2G16980;AT2G36830;AT2G43340;AT3G18830;AT3G25760;AT3G61420;AT4G02170;AT4G10390;AT4G12420;AT5G14340;AT5G15900;AT5G23220;AT5G28010;AT5G40730;AT5G65090;AT5G67390;
cortex	AHL12	YAB5	24	938	442	0.0255871	0.174971	1	1	AT1G01360;AT1G14460;AT1G26970;AT1G52760;AT1G76490;AT2G04780;AT2G22470;AT2G30990;AT2G46930;AT3G05890;AT3G18830;AT3G24190;AT3G25760;AT3G28740;AT3G61420;AT4G30170;AT5G14340;AT5G15900;AT5G28010;AT5G36180;AT5G40730;AT5G47140;AT5G66580;AT5G67390;
cortex	AHL12	ZAT14	13	737	442	0.455051	0.545921	1	1	AT1G30380;AT1G44830;AT1G47480;AT1G62790;AT2G02780;AT2G20120;AT2G44670;AT3G28740;AT3G45080;AT3G61420;AT4G24275;AT4G39030;AT5G23220;
cortex	AHL12	ZAT18	8	686	442	0.886944	0.886944	1	1	AT1G13195;AT1G30380;AT1G44830;AT2G04780;AT2G44670;AT2G46930;AT3G61420;AT4G24275;
cortex	AHL12	ZAT2	14	549	442	0.0770841	0.308337	1	1	AT1G08630;AT1G32400;AT2G16580;AT3G09780;AT3G18830;AT4G24275;AT4G32480;AT4G35250;AT5G20280;AT5G24410;AT5G44020;AT5G55850;AT5G65430;AT5G67390;
cortex	AHL12	ZAT6	20	941	442	0.159009	0.477026	1	1	AT1G14460;AT1G15640;AT1G27670;AT1G62975;AT1G76490;AT1G78100;AT2G25770;AT2G38300;AT3G05890;AT3G45080;AT4G12430;AT4G20150;AT4G24275;AT4G30170;AT4G39030;AT5G15900;AT5G23220;AT5G44020;AT5G47140;AT5G65380;
cortex	AHL12_2	AHL12_3ARY	22	993	442	0.107409	0.376396	1	1	AT1G05680;AT1G07650;AT1G44170;AT1G62480;AT1G62660;AT1G69930;AT2G20120;AT2G30230;AT2G46930;AT3G24120;AT3G44870;AT3G47960;AT3G49780;AT4G02170;AT4G10390;AT4G30530;AT4G35250;AT5G02230;AT5G23220;AT5G36180;AT5G44670;AT5G55250;
cortex	AHL12_2	AHL20	19	967	442	0.261072	0.522144	1	1	AT1G05680;AT1G23090;AT1G44170;AT1G62660;AT1G69930;AT2G20120;AT2G22470;AT2G30230;AT2G37170;AT2G38300;AT3G47960;AT4G02170;AT4G35250;AT5G02230;AT5G24410;AT5G24570;AT5G36180;AT5G40730;AT5G44670;
cortex	AHL12_2	AHL20_2	6	417	442	0.695676	0.695676	1	1	AT1G05870;AT1G19450;AT2G30230;AT2G37170;AT4G02170;AT5G44670;
cortex	AHL12_2	AHL20_3ARY	15	456	442	0.0100243	0.0902183	1	1	AT1G15640;AT1G19450;AT1G44170;AT1G62660;AT2G22470;AT2G30230;AT2G37170;AT3G24120;AT4G02170;AT4G10390;AT4G30170;AT5G02230;AT5G03150;AT5G44670;AT5G65390;
cortex	AHL12_2	AHL25	4	301	442	0.740256	0.740256	1	1	AT2G37170;AT4G02170;AT5G40730;AT5G44670;
cortex	AHL12_2	AHL25_2	16	904	442	0.436609	0.545921	1	1	AT1G05680;AT1G23090;AT1G44170;AT1G62660;AT2G20120;AT2G22470;AT2G30230;AT3G24120;AT3G47960;AT3G56230;AT4G02170;AT5G02230;AT5G24410;AT5G36180;AT5G40730;AT5G44670;
cortex	AHL12_2	AHL25_3ARY	6	255	442	0.252386	0.507028	1	1	AT1G15640;AT2G22470;AT4G02170;AT4G20150;AT4G39030;AT5G40730;
cortex	AHL12_2	ANAC46	14	677	442	0.240397	0.507028	1	1	AT1G23090;AT1G69930;AT2G22470;AT2G26440;AT2G46420;AT3G07460;AT3G09780;AT3G22200;AT3G49780;AT4G20170;AT4G35250;AT5G03150;AT5G42500;AT5G65430;
cortex	AHL12_2	ANAC55	15	861	442	0.465274	0.545921	1	1	AT1G01360;AT1G14330;AT1G16370;AT1G23090;AT1G44170;AT1G62660;AT2G22760;AT2G37170;AT3G09780;AT3G22200;AT3G49780;AT4G35250;AT5G03150;AT5G44670;AT5G65925;
cortex	AHL12_2	ANAC55_2	15	923	442	0.574404	0.574404	1	1	AT1G44170;AT1G62660;AT2G22760;AT2G30230;AT3G09780;AT3G24450;AT4G02170;AT4G30420;AT5G03150;AT5G13750;AT5G14340;AT5G36180;AT5G40730;AT5G44670;AT5G52260;
cortex	AHL12_2	ANAC58	9	654	442	0.763093	0.763093	1	1	AT1G19450;AT1G69930;AT3G07460;AT3G09780;AT3G24450;AT3G44870;AT3G49780;AT3G56230;AT4G35250;
cortex	AHL12_2	ARR11	16	737	442	0.170675	0.507028	1	1	AT1G05870;AT1G15670;AT1G62660;AT2G16980;AT2G26440;AT2G46930;AT3G56230;AT4G04955;AT4G20150;AT4G20170;AT4G30530;AT5G36180;AT5G40730;AT5G52260;AT5G60660;AT5G65925;
cortex	AHL12_2	ARR11_2	13	679	442	0.342866	0.545921	1	1	AT1G15640;AT1G44170;AT1G69930;AT1G78860;AT2G22470;AT2G22760;AT2G36830;AT3G07460;AT3G24120;AT5G03150;AT5G24410;AT5G52260;AT5G65390;
cortex	AHL12_2	ARR11_3ARY	11	849	442	0.839222	0.839222	1	1	AT1G07650;AT1G15640;AT1G44170;AT2G26440;AT2G45290;AT3G07460;AT3G12110;AT3G47960;AT4G30420;AT5G23220;AT5G24570;
cortex	AHL12_2	ARR14	12	620	442	0.338315	0.545921	1	1	AT1G62660;AT2G16980;AT2G17680;AT2G26440;AT2G45290;AT2G46420;AT4G04955;AT4G20150;AT4G20170;AT5G36180;AT5G52260;AT5G65430;
cortex	AHL12_2	ARR14_2	8	648	442	0.847787	0.847787	1	1	AT1G15640;AT1G44170;AT1G78860;AT3G07460;AT3G24120;AT4G20150;AT4G30420;AT5G03150;
cortex	AHL12_2	ARR14_3ARY	10	793	442	0.852956	0.852956	1	1	AT1G15640;AT2G16980;AT2G45290;AT3G07460;AT3G12110;AT3G47960;AT4G30420;AT5G03150;AT5G40730;AT5G65430;
cortex	AHL12_2	AT1G77200	14	651	442	0.199529	0.507028	1	1	AT1G01360;AT1G05680;AT1G05870;AT2G20120;AT2G20880;AT2G36830;AT2G46930;AT3G09780;AT3G47960;AT5G15900;AT5G55850;AT5G65390;AT5G65430;AT5G65925;
cortex	AHL12_2	AT4G35610	10	552	442	0.43763	0.545921	1	1	AT1G05870;AT2G20120;AT2G40890;AT3G18830;AT3G22200;AT3G47220;AT4G35250;AT5G14340;AT5G38540;AT5G55850;
cortex	AHL12_2	AT5G28300	18	837	442	0.162547	0.48764	1	1	AT1G05680;AT1G15670;AT1G69930;AT1G76490;AT2G36830;AT2G40890;AT2G45960;AT2G46930;AT3G06750;AT3G09780;AT3G12110;AT3G47220;AT3G47960;AT3G49780;AT4G30530;AT4G39030;AT5G23220;AT5G65390;
cortex	AHL12_2	ATERF1	10	564	442	0.464328	0.545921	1	1	AT1G05680;AT2G36830;AT2G46930;AT4G04955;AT4G35250;AT5G40730;AT5G49360;AT5G55850;AT5G65430;AT5G65925;
cortex	AHL12_2	ATERF1_2	15	642	442	0.119465	0.376396	1	1	AT1G05680;AT1G07650;AT1G15640;AT2G20120;AT2G22470;AT2G36830;AT2G46930;AT3G07460;AT3G56230;AT4G30530;AT4G35250;AT5G15900;AT5G55850;AT5G65430;AT5G65925;
cortex	AHL12_2	ATHB12	15	744	442	0.260043	0.520087	1	1	AT1G16370;AT1G16390;AT1G76490;AT2G17680;AT2G30230;AT2G37170;AT3G44870;AT3G56230;AT4G20170;AT5G02230;AT5G13750;AT5G14340;AT5G36180;AT5G40730;AT5G65390;
cortex	AHL12_2	ATHB51	3	159	442	0.494928	0.545921	1	1	AT1G15640;AT2G22470;AT5G02230;
cortex	AHL12_2	BZIP60	15	788	442	0.334414	0.545921	1	1	AT1G05680;AT1G14330;AT1G15640;AT1G16370;AT1G19450;AT2G20880;AT3G06750;AT3G22200;AT3G24450;AT3G49780;AT4G35250;AT5G14340;AT5G52260;AT5G55850;AT5G65430;
cortex	AHL12_2	BZIP60_2	11	693	442	0.60577	0.60577	1	1	AT1G44170;AT2G22470;AT2G40890;AT3G09780;AT3G22200;AT3G49780;AT4G20170;AT4G35250;AT5G13750;AT5G55850;AT5G65430;
cortex	AHL12_2	CCA1	12	1050	442	0.936271	0.936271	1	1	AT1G07650;AT1G13210;AT1G44170;AT1G76490;AT2G30230;AT3G47960;AT4G04955;AT5G23220;AT5G40730;AT5G52260;AT5G65390;AT5G65925;
cortex	AHL12_2	CCA1_2	14	818	442	0.495701	0.545921	1	1	AT1G05870;AT1G07650;AT1G15670;AT1G16390;AT1G62660;AT2G16980;AT2G38300;AT3G06750;AT3G07460;AT4G20150;AT4G30530;AT5G60660;AT5G65430;AT5G65925;
cortex	AHL12_2	DAG2	21	891	442	0.0708675	0.293328	1	1	AT1G01360;AT1G19450;AT1G44170;AT1G47480;AT1G69930;AT1G78860;AT2G16980;AT2G22760;AT2G40890;AT3G09780;AT3G47220;AT3G49780;AT4G04955;AT4G10390;AT4G20170;AT4G30170;AT4G30530;AT5G24410;AT5G38540;AT5G40730;AT5G44670;
cortex	AHL12_2	DDF1	10	720	442	0.761892	0.761892	1	1	AT1G01360;AT1G19450;AT2G22760;AT3G07460;AT3G09780;AT3G18830;AT3G47960;AT4G30420;AT5G15900;AT5G23220;
cortex	AHL12_2	DEAR3	10	578	442	0.495198	0.545921	1	1	AT1G01360;AT1G05680;AT2G20120;AT2G20880;AT2G36830;AT2G37170;AT2G46420;AT2G46930;AT3G09780;AT5G65430;
cortex	AHL12_2	DEAR3_2	6	639	442	0.956526	0.956526	1	1	AT1G15640;AT2G20880;AT2G36830;AT2G45960;AT5G02230;AT5G38540;
cortex	AHL12_2	DEAR4	10	641	442	0.626354	0.626354	1	1	AT1G05680;AT1G23090;AT2G20120;AT2G20880;AT2G36830;AT3G09780;AT3G47960;AT5G49360;AT5G55850;AT5G65430;
cortex	AHL12_2	DEAR4_2	8	573	442	0.740111	0.740111	1	1	AT1G01360;AT2G20120;AT2G20880;AT2G36830;AT2G46930;AT3G09780;AT5G49360;AT5G65430;
cortex	AHL12_2	DOF5.7	8	717	442	0.912352	0.912352	1	1	AT1G16370;AT1G44170;AT2G46930;AT3G12110;AT3G49780;AT4G18160;AT5G03150;AT5G65430;
cortex	AHL12_2	DOF5.7_2	12	735	442	0.567806	0.567806	1	1	AT1G78860;AT2G37170;AT2G45290;AT2G45960;AT3G06750;AT3G12110;AT3G22200;AT3G47220;AT4G30420;AT5G03150;AT5G24570;AT5G55850;
cortex	AHL12_2	DREB2C	10	626	442	0.596637	0.596637	1	1	AT1G05680;AT2G36830;AT2G45960;AT2G46930;AT4G30530;AT4G35250;AT5G24410;AT5G52260;AT5G55850;AT5G65430;
cortex	AHL12_2	DREB2C_2	10	627	442	0.598652	0.598652	1	1	AT1G01360;AT1G05680;AT1G23090;AT2G20120;AT2G20880;AT2G36830;AT3G07460;AT3G09780;AT5G65430;AT5G65925;
cortex	AHL12_2	ERF1	13	603	442	0.208059	0.507028	1	1	AT1G05680;AT1G16390;AT1G23090;AT2G20120;AT2G20880;AT2G36830;AT2G45960;AT3G07460;AT3G09780;AT4G20170;AT5G49360;AT5G55850;AT5G65430;
cortex	AHL12_2	ETT	10	659	442	0.660469	0.660469	1	1	AT1G05870;AT1G07650;AT2G20120;AT2G38300;AT2G46930;AT4G35250;AT5G03150;AT5G15900;AT5G36180;AT5G65430;
cortex	AHL12_2	ETT_2	16	727	442	0.158036	0.474107	1	1	AT1G05680;AT1G14330;AT1G16370;AT1G19450;AT2G22760;AT2G45960;AT3G07460;AT3G09780;AT3G18830;AT3G24120;AT4G04955;AT4G30420;AT4G30530;AT5G13750;AT5G38540;AT5G60660;
cortex	AHL12_2	GATA12	13	693	442	0.369654	0.545921	1	1	AT1G15640;AT1G78860;AT2G17680;AT2G45290;AT2G46420;AT3G07460;AT3G12110;AT3G24120;AT4G30420;AT5G03150;AT5G60660;AT5G65390;AT5G65430;
cortex	AHL12_2	GLK1	7	709	442	0.952316	0.952316	1	1	AT1G13210;AT1G15640;AT1G15670;AT2G16980;AT3G12110;AT4G20150;AT5G52260;
cortex	AHL12_2	GLK1_2	7	737	442	0.963573	0.963573	1	1	AT1G14330;AT2G37170;AT2G45290;AT2G46420;AT4G04955;AT4G20150;AT5G24570;
cortex	AHL12_2	HSFB2A	6	657	442	0.963798	0.963798	1	1	AT2G20880;AT2G40890;AT2G46930;AT3G44870;AT3G56230;AT5G65390;
cortex	AHL12_2	HSFB2A_2	11	750	442	0.706628	0.706628	1	1	AT1G01360;AT1G15670;AT2G26440;AT2G36830;AT2G37170;AT2G38300;AT2G40890;AT3G24120;AT3G49780;AT4G20150;AT4G20170;
cortex	AHL12_2	HSFC1	13	826	442	0.62051	0.62051	1	1	AT1G01360;AT1G15670;AT1G44170;AT2G26440;AT2G36830;AT2G37170;AT2G40890;AT3G24120;AT3G49780;AT4G20150;AT4G20170;AT5G02230;AT5G36180;
cortex	AHL12_2	HSFC1_2	1	625	442	0.999975	0.999975	1	1	AT3G56230;
cortex	AHL12_2	ICU4	3	165	442	0.519662	0.545921	1	1	AT1G47480;AT5G02230;AT5G14340;
cortex	AHL12_2	KAN1	19	863	442	0.132942	0.398826	1	1	AT1G05870;AT1G13210;AT1G16390;AT1G69930;AT2G16980;AT2G36830;AT2G45960;AT3G06750;AT3G24450;AT4G20150;AT4G30420;AT5G13750;AT5G23220;AT5G36180;AT5G40730;AT5G42500;AT5G52260;AT5G55250;AT5G60660;
cortex	AHL12_2	KAN4	14	817	442	0.493852	0.545921	1	1	AT1G13210;AT1G69930;AT2G16980;AT2G20880;AT2G26440;AT2G36830;AT2G40890;AT2G46930;AT3G56230;AT5G02230;AT5G15900;AT5G55250;AT5G60660;AT5G65390;
cortex	AHL12_2	KAN4_2	14	786	442	0.436061	0.545921	1	1	AT1G13195;AT1G16390;AT1G23090;AT1G44170;AT1G62660;AT2G20880;AT2G40890;AT2G46420;AT3G06750;AT4G01680;AT4G30170;AT5G23220;AT5G36180;AT5G55250;
cortex	AHL12_2	LBD16	4	657	442	0.995449	0.995449	1	1	AT1G15670;AT2G38300;AT3G24120;AT4G35250;
cortex	AHL12_2	MYB111	23	756	442	0.0043286	0.0560935	1	1	AT1G16370;AT1G18280;AT1G44170;AT1G47480;AT2G22470;AT2G22760;AT2G30230;AT2G40890;AT3G06750;AT3G09780;AT3G12110;AT3G22200;AT3G47960;AT3G49780;AT4G30420;AT5G13750;AT5G15900;AT5G24410;AT5G44670;AT5G49360;AT5G52260;AT5G60660;AT5G65390;
cortex	AHL12_2	MYB111_2	21	710	442	0.00846952	0.0846952	1	1	AT1G18280;AT1G44170;AT1G47480;AT1G69930;AT2G17680;AT2G22760;AT2G30230;AT2G40890;AT3G06750;AT3G09780;AT3G12110;AT3G22200;AT3G47960;AT3G49780;AT3G56230;AT4G30420;AT5G13750;AT5G15900;AT5G52260;AT5G60660;AT5G65390;
cortex	AHL12_2	MYB46	22	740	442	0.00674735	0.0742208	1	1	AT1G13195;AT1G18280;AT1G44170;AT1G47480;AT1G69930;AT2G17680;AT2G22470;AT2G22760;AT2G30230;AT2G40890;AT3G06750;AT3G09780;AT3G12110;AT3G22200;AT3G47960;AT3G49780;AT4G30420;AT5G13750;AT5G49360;AT5G52260;AT5G55250;AT5G60660;
cortex	AHL12_2	MYB46_2	15	690	442	0.178902	0.507028	1	1	AT1G16390;AT1G18280;AT2G36830;AT2G40890;AT3G09780;AT3G12110;AT4G30420;AT4G35250;AT5G13750;AT5G24410;AT5G38540;AT5G55250;AT5G60660;AT5G65390;AT5G65925;
cortex	AHL12_2	MYB52	11	623	442	0.463862	0.545921	1	1	AT1G69930;AT1G78860;AT2G20880;AT2G22760;AT2G45290;AT3G06750;AT3G12110;AT4G30420;AT5G55850;AT5G65390;AT5G65430;
cortex	AHL12_2	MYB52_2	14	765	442	0.396771	0.545921	1	1	AT1G13195;AT1G18280;AT1G78860;AT3G06750;AT3G09780;AT3G12110;AT3G22200;AT3G49780;AT4G30420;AT4G39030;AT5G14340;AT5G44670;AT5G55250;AT5G65430;
cortex	AHL12_2	MYB55	17	682	442	0.0656073	0.293328	1	1	AT1G01360;AT1G18280;AT1G47480;AT2G22470;AT2G22760;AT2G30230;AT2G40890;AT3G47960;AT3G49780;AT4G30420;AT5G13750;AT5G24570;AT5G36180;AT5G49360;AT5G52260;AT5G60660;AT5G65390;
cortex	AHL12_2	MYB55_2	15	679	442	0.164134	0.492401	1	1	AT1G16390;AT1G18280;AT1G44170;AT1G47480;AT2G40890;AT3G09780;AT3G12110;AT3G24450;AT5G13750;AT5G24410;AT5G38540;AT5G55250;AT5G60660;AT5G65390;AT5G65925;
cortex	AHL12_2	MYB59	15	810	442	0.373346	0.545921	1	1	AT1G01360;AT1G13195;AT1G16370;AT1G47480;AT1G76490;AT2G22470;AT2G30230;AT2G37170;AT3G06750;AT3G09780;AT3G49780;AT4G30420;AT5G03150;AT5G13750;AT5G24410;
cortex	AHL12_2	MYC2	27	736	442	0.000122882	0.00417799	0.0543139	1	AT1G05680;AT1G05870;AT1G13195;AT1G14330;AT1G15640;AT1G44170;AT1G69930;AT2G16980;AT2G17680;AT2G22470;AT2G22760;AT2G40890;AT2G45960;AT2G46930;AT3G06750;AT3G07460;AT3G09780;AT3G18830;AT3G24450;AT3G49780;AT4G18160;AT4G30530;AT5G03150;AT5G15900;AT5G24410;AT5G44670;AT5G65430;
cortex	AHL12_2	MYC3	25	755	442	0.000962318	0.0192464	0.425345	1	AT1G05680;AT1G05870;AT1G14330;AT1G15640;AT1G44170;AT2G16980;AT2G17680;AT2G22470;AT2G22760;AT2G45960;AT2G46930;AT3G06750;AT3G07460;AT3G18830;AT3G24450;AT3G44870;AT3G49780;AT4G18160;AT4G30170;AT4G30530;AT5G03150;AT5G15900;AT5G24410;AT5G44670;AT5G65430;
cortex	AHL12_2	MYC4	25	747	442	0.000829095	0.017411	0.36646	1	AT1G05680;AT1G05870;AT1G13195;AT1G14330;AT1G15640;AT1G44170;AT1G78860;AT2G16980;AT2G17680;AT2G22470;AT2G22760;AT2G45960;AT2G46930;AT3G06750;AT3G07460;AT3G18830;AT3G24450;AT3G49780;AT4G18160;AT4G30530;AT5G03150;AT5G15900;AT5G24410;AT5G44670;AT5G65430;
cortex	AHL12_2	ORA47	12	683	442	0.46537	0.545921	1	1	AT1G05680;AT1G15640;AT2G20120;AT2G20880;AT2G36830;AT2G37170;AT2G45960;AT2G46930;AT4G30530;AT5G15900;AT5G23220;AT5G60660;
cortex	AHL12_2	ORA47_2	12	586	442	0.272726	0.545453	1	1	AT1G01360;AT1G05680;AT2G20120;AT2G20880;AT2G36830;AT2G46930;AT3G07460;AT3G09780;AT4G20170;AT5G40730;AT5G49360;AT5G65430;
cortex	AHL12_2	PIF3	15	637	442	0.114046	0.376396	1	1	AT1G05680;AT1G05870;AT1G14330;AT2G16980;AT2G17680;AT2G22470;AT2G22760;AT2G45960;AT3G06750;AT3G07460;AT3G56230;AT4G02170;AT5G15900;AT5G40730;AT5G65430;
cortex	AHL12_2	PIF4	22	666	442	0.00196199	0.0328209	0.867201	1	AT1G05680;AT1G05870;AT1G14330;AT1G15640;AT1G44170;AT1G69930;AT1G78860;AT2G16980;AT2G17680;AT2G22470;AT2G22760;AT2G45960;AT2G46930;AT3G06750;AT3G07460;AT3G24450;AT3G47960;AT3G49780;AT4G18160;AT5G03150;AT5G24410;AT5G65430;
cortex	AHL12_2	PIF5	15	641	442	0.11837	0.376396	1	1	AT1G05680;AT1G05870;AT1G14330;AT1G44170;AT1G78860;AT2G16980;AT2G17680;AT2G22470;AT2G22760;AT2G45960;AT2G46930;AT3G06750;AT3G07460;AT3G49780;AT5G65430;
cortex	AHL12_2	RAP2.3	8	576	442	0.745251	0.745251	1	1	AT1G05680;AT2G36830;AT2G46420;AT2G46930;AT3G06750;AT5G40730;AT5G49360;AT5G65430;
cortex	AHL12_2	RAP2.3_2	11	597	442	0.408732	0.545921	1	1	AT1G05680;AT1G16390;AT2G20120;AT2G20880;AT2G36830;AT2G46930;AT3G07460;AT3G09780;AT5G13750;AT5G49360;AT5G55850;
cortex	AHL12_2	RAP2.3_3ARY	11	593	442	0.400243	0.545921	1	1	AT1G05680;AT1G23090;AT2G20120;AT2G36830;AT2G46930;AT3G07460;AT3G09780;AT4G20170;AT5G13750;AT5G49360;AT5G55850;
cortex	AHL12_2	RAP2.6	7	581	442	0.852692	0.852692	1	1	AT1G05680;AT2G36830;AT2G46930;AT5G40730;AT5G49360;AT5G55850;AT5G65430;
cortex	AHL12_2	RAP2.6_2	14	631	442	0.170494	0.507028	1	1	AT1G05680;AT1G15640;AT1G76490;AT2G22470;AT2G36830;AT2G45960;AT2G46930;AT3G07460;AT3G09780;AT3G56230;AT4G18160;AT4G30420;AT5G13750;AT5G49360;
cortex	AHL12_2	RAP2.6_3ARY	13	628	442	0.249782	0.507028	1	1	AT1G05680;AT1G15640;AT1G69930;AT2G20120;AT2G36830;AT2G46930;AT3G07460;AT3G09780;AT3G47960;AT4G30420;AT4G30530;AT5G24570;AT5G65430;
cortex	AHL12_2	REM1	13	781	442	0.53923	0.545921	1	1	AT1G16390;AT1G47480;AT2G17680;AT2G22470;AT2G30230;AT2G45960;AT3G49780;AT4G02170;AT4G30170;AT4G30420;AT5G42500;AT5G49360;AT5G55250;
cortex	AHL12_2	REM1_2	10	721	442	0.763363	0.763363	1	1	AT1G14330;AT1G18280;AT2G40890;AT3G06750;AT3G07460;AT3G49780;AT4G30530;AT5G40730;AT5G55250;AT5G65925;
cortex	AHL12_2	RRTF1	6	579	442	0.921854	0.921854	1	1	AT1G05680;AT2G36830;AT2G46420;AT5G40730;AT5G49360;AT5G65430;
cortex	AHL12_2	RRTF1_2	10	616	442	0.576234	0.576234	1	1	AT1G05680;AT1G16390;AT2G20120;AT2G36830;AT2G46420;AT3G07460;AT3G09780;AT5G13750;AT5G49360;AT5G55850;
cortex	AHL12_2	RRTF1_3ARY	11	589	442	0.391763	0.545921	1	1	AT1G05680;AT2G20120;AT2G36830;AT2G37170;AT3G07460;AT3G09780;AT4G20170;AT5G13750;AT5G49360;AT5G55850;AT5G65430;
cortex	AHL12_2	RVE1	10	946	442	0.955083	0.955083	1	1	AT1G07650;AT1G15640;AT1G44170;AT1G76490;AT3G07460;AT3G47960;AT4G04955;AT5G23220;AT5G40730;AT5G65390;
